,year,tid,pid,AB,H,h2b,h3b,HR,TB,R,RBI,SB,BB,K,E,award,WAR,Wins
0,2018,51,5,650,0.703862660944,0.508196721311,0.0689655172414,0.515625,0.622129436326,0.382352941176,0.574193548387,0.0,0.205405405405,0.717703349282,0.176470588235,0,4.33501276692,65.0
1,2020,117,5,455,0.549356223176,0.245901639344,0.0344827586207,0.46875,0.490605427975,0.447058823529,0.503225806452,0.015625,0.383783783784,0.421052631579,0.117647058824,0,4.53105672297,90.0
2,2021,150,5,213,0.240343347639,0.114754098361,0.0,0.21875,0.219206680585,0.164705882353,0.212903225806,0.015625,0.189189189189,0.181818181818,0.235294117647,0,2.39567210758,85.0
3,2017,7,17,11,0.00858369098712,0.0,0.0,0.0,0.00417536534447,0.0,0.0,0.0,0.00540540540541,0.0143540669856,0.0,0,0.640067711978,79.0
4,2023,211,18,601,0.738197424893,0.590163934426,0.0,0.8125,0.759916492693,0.747058823529,0.741935483871,0.0,0.594594594595,0.430622009569,0.352941176471,0,7.05237540429,77.0
5,2024,244,18,545,0.669527896996,0.44262295082,0.0689655172414,0.65625,0.653444676409,0.605882352941,0.658064516129,0.0,0.437837837838,0.377990430622,0.411764705882,0,5.97984793176,82.0
6,2025,277,18,564,0.656652360515,0.360655737705,0.0689655172414,0.578125,0.605427974948,0.582352941176,0.548387096774,0.0,0.605405405405,0.421052631579,0.117647058824,0,6.01984793176,90.0
7,2026,310,18,535,0.721030042918,0.573770491803,0.0689655172414,0.765625,0.739039665971,0.752941176471,0.690322580645,0.0,0.513513513514,0.459330143541,0.176470588235,0,6.63127650319,83.0
8,2027,343,18,369,0.510729613734,0.44262295082,0.0689655172414,0.4375,0.488517745303,0.382352941176,0.490322580645,0.0,0.324324324324,0.258373205742,0.117647058824,0,4.73633144824,86.0
9,2028,376,18,530,0.652360515021,0.55737704918,0.241379310345,0.5,0.617954070981,0.441176470588,0.529032258065,0.0,0.410810810811,0.373205741627,0.176470588235,0,5.70644133835,81.0
10,2029,409,18,343,0.381974248927,0.360655737705,0.0344827586207,0.296875,0.35490605428,0.241176470588,0.290322580645,0.0,0.172972972973,0.258373205742,0.176470588235,0,3.25501276692,62.0
11,2022,183,28,323,0.420600858369,0.44262295082,0.275862068966,0.21875,0.382045929019,0.247058823529,0.322580645161,0.046875,0.0540540540541,0.282296650718,0.0,0,3.17281496473,91.0
12,2023,216,28,513,0.515021459227,0.377049180328,0.344827586207,0.28125,0.453027139875,0.488235294118,0.296774193548,0.109375,0.145945945946,0.526315789474,0.0,0,3.38556221747,92.0
13,2024,249,28,540,0.643776824034,0.573770491803,0.48275862069,0.453125,0.62630480167,0.505882352941,0.541935483871,0.171875,0.145945945946,0.555023923445,0.0588235294118,0,4.6558918878,93.0
14,2025,282,28,234,0.291845493562,0.213114754098,0.137931034483,0.1875,0.260960334029,0.2,0.21935483871,0.0625,0.0432432432432,0.234449760766,0.0588235294118,0,2.27874903066,78.0
15,2026,315,28,41,0.0257510729614,0.016393442623,0.0344827586207,0.0,0.0187891440501,0.0117647058824,0.0129032258065,0.0,0.0108108108108,0.0574162679426,0.0588235294118,0,0.64797979989,94.0
16,2017,27,42,434,0.49356223176,0.196721311475,0.0344827586207,0.078125,0.300626304802,0.270588235294,0.206451612903,0.21875,0.102702702703,0.473684210526,0.0588235294118,0,2.43743034934,78.0
17,2018,60,42,516,0.618025751073,0.213114754098,0.241379310345,0.0625,0.382045929019,0.329411764706,0.21935483871,0.390625,0.145945945946,0.483253588517,0.0588235294118,0,3.33633144824,73.0
18,2019,93,42,402,0.472103004292,0.262295081967,0.0689655172414,0.0625,0.296450939457,0.217647058824,0.225806451613,0.1875,0.124324324324,0.416267942584,0.0,0,2.58468309659,79.0
19,2020,126,42,478,0.570815450644,0.245901639344,0.0344827586207,0.140625,0.369519832985,0.205882352941,0.283870967742,0.171875,0.124324324324,0.507177033493,0.117647058824,0,2.94292485484,82.0
20,2017,20,48,611,0.751072961373,0.491803278689,0.0,0.234375,0.521920668058,0.405882352941,0.387096774194,0.015625,0.324324324324,0.511961722488,0.176470588235,0,4.65017760209,73.0
21,2018,53,48,587,0.652360515021,0.344262295082,0.137931034483,0.265625,0.484342379958,0.411764705882,0.329032258065,0.015625,0.259459459459,0.521531100478,0.117647058824,0,4.06160617352,78.0
22,2019,86,48,416,0.429184549356,0.262295081967,0.137931034483,0.234375,0.352818371608,0.217647058824,0.270967741935,0.03125,0.162162162162,0.401913875598,0.176470588235,0,2.91347430538,82.0
23,2020,126,48,612,0.729613733906,0.491803278689,0.137931034483,0.46875,0.622129436326,0.464705882353,0.735483870968,0.046875,0.248648648649,0.531100478469,0.0,0,5.05852925044,82.0
24,2021,146,48,229,0.214592274678,0.131147540984,0.0,0.09375,0.15866388309,0.141176470588,0.135483870968,0.0,0.113513513514,0.196172248804,0.176470588235,0,1.72841936033,74.0
25,2019,75,57,430,0.489270386266,0.327868852459,0.0344827586207,0.390625,0.440501043841,0.323529411765,0.4,0.0,0.335135135135,0.387559808612,0.294117647059,0,4.03259518451,68.0
26,2020,120,57,74,0.0772532188841,0.0327868852459,0.0,0.0,0.0417536534447,0.0941176470588,0.0516129032258,0.0,0.102702702703,0.0909090909091,0.0,0,1.0391885911,105.0
27,2021,145,57,2,0.00858369098712,0.0,0.0,0.0,0.00417536534447,0.00588235294118,0.0,0.0,0.00540540540541,0.0,0.0,0,0.679628151539,88.0
28,2022,193,57,152,0.188841201717,0.180327868852,0.0,0.15625,0.17745302714,0.164705882353,0.225806451613,0.0,0.145945945946,0.181818181818,0.117647058824,0,1.9402874922,84.0
29,2023,207,66,78,0.0729613733906,0.016393442623,0.0344827586207,0.09375,0.0793319415449,0.0588235294118,0.0774193548387,0.0,0.027027027027,0.0717703349282,0.0588235294118,0,1.12050727242,96.0
30,2024,240,66,146,0.18025751073,0.147540983607,0.0344827586207,0.140625,0.167014613779,0.129411764706,0.18064516129,0.015625,0.0864864864865,0.11961722488,0.176470588235,0,1.87259518451,94.0
31,2025,273,66,94,0.0987124463519,0.114754098361,0.0,0.09375,0.100208768267,0.0647058823529,0.0967741935484,0.015625,0.0324324324324,0.0717703349282,0.0588235294118,0,1.31743034934,93.0
32,2026,306,66,147,0.19313304721,0.147540983607,0.0344827586207,0.1875,0.192066805846,0.123529411765,0.225806451613,0.0,0.0594594594595,0.1004784689,0.0,0,2.06292485484,86.0
33,2027,339,66,238,0.240343347639,0.196721311475,0.103448275862,0.25,0.254697286013,0.170588235294,0.290322580645,0.015625,0.102702702703,0.22966507177,0.0588235294118,0,2.29896881088,84.0
34,2028,372,66,46,0.0472103004292,0.0819672131148,0.0,0.0,0.0334029227557,0.0176470588235,0.0387096774194,0.0,0.0216216216216,0.0334928229665,0.0,0,0.881386393297,87.0
35,2029,406,66,137,0.150214592275,0.180327868852,0.103448275862,0.078125,0.13987473904,0.0705882352941,0.058064516129,0.015625,0.0378378378378,0.11004784689,0.0,0,1.57852925044,108.0
36,2017,16,69,544,0.592274678112,0.508196721311,0.0344827586207,0.28125,0.469728601253,0.3,0.38064516129,0.0,0.297297297297,0.392344497608,0.0,0,4.33149628341,80.0
37,2018,49,69,313,0.399141630901,0.213114754098,0.0344827586207,0.203125,0.306889352818,0.288235294118,0.283870967742,0.0,0.172972972973,0.205741626794,0.294117647059,0,3.1002874922,93.0
38,2019,82,69,567,0.56652360515,0.327868852459,0.137931034483,0.359375,0.478079331942,0.341176470588,0.412903225806,0.015625,0.194594594595,0.588516746411,0.470588235294,0,3.46116661308,100.0
39,2020,125,69,582,0.545064377682,0.360655737705,0.0689655172414,0.21875,0.407098121086,0.341176470588,0.438709677419,0.0,0.205405405405,0.583732057416,0.352941176471,0,3.02116661308,77.0
40,2021,158,69,623,0.699570815451,0.55737704918,0.103448275862,0.53125,0.636743215031,0.529411764706,0.574193548387,0.0,0.291891891892,0.617224880383,0.0588235294118,0,4.94468309659,78.0
41,2022,191,69,366,0.412017167382,0.311475409836,0.0344827586207,0.359375,0.388308977035,0.311764705882,0.41935483871,0.0,0.243243243243,0.320574162679,0.0588235294118,0,3.55435342626,69.0
42,2017,16,84,639,0.673819742489,0.344262295082,0.137931034483,0.234375,0.482254697286,0.4,0.258064516129,0.265625,0.232432432432,0.626794258373,0.0,0,3.85721056912,80.0
43,2018,49,84,4,0.00429184549356,0.0,0.0,0.0,0.00208768267223,0.0,0.0,0.0,0.0,0.00956937799043,0.0,0,0.61852925044,93.0
44,2018,61,84,452,0.476394849785,0.16393442623,0.0689655172414,0.140625,0.31732776618,0.182352941176,0.225806451613,0.1875,0.162162162162,0.344497607656,0.176470588235,0,2.99303474495,86.0
45,2019,94,84,645,0.755364806867,0.508196721311,0.137931034483,0.1875,0.524008350731,0.352941176471,0.445161290323,0.265625,0.194594594595,0.55980861244,0.117647058824,0,4.32534243725,80.0
46,2020,127,84,645,0.81974248927,0.475409836066,0.275862068966,0.28125,0.605427974948,0.358823529412,0.445161290323,0.296875,0.194594594595,0.507177033493,0.0588235294118,0,5.13017760209,64.0
47,2021,153,84,614,0.678111587983,0.540983606557,0.310344827586,0.28125,0.549060542797,0.523529411765,0.393548387097,0.203125,0.194594594595,0.564593301435,0.176470588235,0,4.30688089879,98.0
48,2022,186,84,575,0.652360515021,0.639344262295,0.51724137931,0.4375,0.636743215031,0.464705882353,0.477419354839,0.140625,0.156756756757,0.526315789474,0.176470588235,0,4.80885892077,91.0
49,2023,219,84,527,0.579399141631,0.491803278689,0.310344827586,0.484375,0.576200417537,0.488235294118,0.554838709677,0.171875,0.205405405405,0.459330143541,0.235294117647,0,4.61149628341,94.0
50,2024,252,84,562,0.669527896996,0.44262295082,0.551724137931,0.484375,0.643006263048,0.5,0.664516129032,0.078125,0.124324324324,0.473684210526,0.352941176471,0,4.88270507462,89.0
51,2025,285,84,119,0.145922746781,0.0655737704918,0.103448275862,0.09375,0.129436325678,0.0941176470588,0.0903225806452,0.03125,0.0162162162162,0.133971291866,0.0588235294118,0,1.3802874922,88.0
52,2017,5,86,283,0.274678111588,0.131147540984,0.103448275862,0.09375,0.200417536534,0.182352941176,0.174193548387,0.078125,0.108108108108,0.306220095694,0.0588235294118,0,1.83830947022,64.0
53,2020,107,86,487,0.639484978541,0.16393442623,0.172413793103,0.09375,0.390396659708,0.235294117647,0.21935483871,0.109375,0.162162162162,0.468899521531,0.0,0,3.39215562407,70.0
54,2022,170,86,296,0.37339055794,0.295081967213,0.275862068966,0.125,0.302713987474,0.205882352941,0.212903225806,0.0625,0.0972972972973,0.253588516746,0.0588235294118,0,2.77237540429,73.0
55,2023,203,86,43,0.0429184549356,0.0491803278689,0.0,0.03125,0.0396659707724,0.0117647058824,0.0258064516129,0.0,0.0108108108108,0.0382775119617,0.0,0,0.873913865824,78.0
56,2017,14,87,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.624243536154,67.0
57,2017,23,88,337,0.399141630901,0.245901639344,0.103448275862,0.203125,0.319415448852,0.241176470588,0.367741935484,0.0,0.102702702703,0.315789473684,0.0,0,2.74776001967,74.0
58,2018,56,88,14,0.0171673819742,0.0,0.0,0.0,0.00835073068894,0.0,0.0,0.0,0.00540540540541,0.0143540669856,0.0,0,0.681386393297,69.0
59,2017,19,89,602,0.690987124464,0.245901639344,0.0689655172414,0.0625,0.400835073069,0.317647058824,0.193548387097,0.359375,0.237837837838,0.593301435407,0.0588235294118,0,3.49940837132,88.0
60,2018,52,89,582,0.665236051502,0.229508196721,0.0689655172414,0.078125,0.39248434238,0.323529411765,0.187096774194,0.171875,0.156756756757,0.578947368421,0.176470588235,0,3.12578199769,69.0
61,2018,48,90,610,0.549356223176,0.262295081967,0.0689655172414,0.21875,0.396659707724,0.352941176471,0.38064516129,0.0,0.243243243243,0.598086124402,0.294117647059,0,3.03215562407,83.0
62,2019,81,90,571,0.592274678112,0.327868852459,0.172413793103,0.25,0.450939457203,0.417647058824,0.483870967742,0.0,0.194594594595,0.607655502392,0.647058823529,0,3.23786990978,94.0
63,2020,114,90,565,0.669527896996,0.491803278689,0.0689655172414,0.328125,0.528183716075,0.358823529412,0.41935483871,0.0,0.167567567568,0.607655502392,0.411764705882,0,3.83391386582,86.0
64,2021,147,90,595,0.669527896996,0.393442622951,0.241379310345,0.390625,0.561586638831,0.370588235294,0.516129032258,0.0,0.108108108108,0.602870813397,0.705882352941,0,3.85852925044,82.0
65,2022,180,90,603,0.68669527897,0.672131147541,0.275862068966,0.4375,0.628392484342,0.376470588235,0.548387096774,0.0,0.162162162162,0.626794258373,0.823529411765,0,4.36754023945,79.0
66,2023,213,90,593,0.699570815451,0.508196721311,0.344827586207,0.390625,0.603340292276,0.441176470588,0.522580645161,0.015625,0.2,0.698564593301,0.529411764706,0,4.19127650319,79.0
67,2024,246,90,421,0.502145922747,0.360655737705,0.137931034483,0.28125,0.419624217119,0.3,0.341935483871,0.0,0.12972972973,0.354066985646,0.235294117647,0,3.48797979989,55.0
68,2025,279,90,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.624243536154,65.0
69,2026,312,90,3,0.0,0.0,0.0,0.0,0.0,0.0,0.00645161290323,0.0,0.0,0.00478468899522,0.0,0,0.611056722967,70.0
70,2017,22,95,584,0.630901287554,0.344262295082,0.0689655172414,0.375,0.509394572025,0.305882352941,0.516129032258,0.015625,0.221621621622,0.655502392344,0.411764705882,0,3.66644133835,88.0
71,2018,55,95,545,0.532188841202,0.344262295082,0.0344827586207,0.390625,0.463465553236,0.270588235294,0.445161290323,0.015625,0.189189189189,0.598086124402,0.117647058824,0,3.33105672297,71.0
72,2017,15,96,114,0.111587982833,0.0327868852459,0.0,0.0625,0.0835073068894,0.0529411764706,0.0645161290323,0.0,0.0648648648649,0.0765550239234,0.0588235294118,0,1.29677100868,101.0
73,2017,5,106,533,0.682403433476,0.245901639344,0.0689655172414,0.09375,0.409185803758,0.323529411765,0.21935483871,0.25,0.178378378378,0.516746411483,0.117647058824,0,3.53545232736,64.0
74,2018,38,106,570,0.68669527897,0.229508196721,0.137931034483,0.046875,0.398747390397,0.376470588235,0.141935483871,0.15625,0.172972972973,0.617224880383,0.0,0,3.16402375593,69.0
75,2019,71,106,405,0.515021459227,0.27868852459,0.0689655172414,0.03125,0.306889352818,0.235294117647,0.141935483871,0.203125,0.145945945946,0.44976076555,0.117647058824,0,2.67347430538,77.0
76,2020,104,106,497,0.532188841202,0.0983606557377,0.206896551724,0.03125,0.308977035491,0.211764705882,0.187096774194,0.09375,0.12972972973,0.535885167464,0.176470588235,0,2.38072705264,70.0
77,2021,149,112,412,0.540772532189,0.409836065574,0.0,0.296875,0.434237995825,0.358823529412,0.406451612903,0.0,0.378378378378,0.377990430622,0.176470588235,0,4.23655122846,86.0
78,2025,285,112,413,0.523605150215,0.344262295082,0.0,0.578125,0.530271398747,0.452941176471,0.496774193548,0.0,0.52972972973,0.272727272727,0.176470588235,0,5.51303474495,88.0
79,2026,318,112,470,0.545064377682,0.475409836066,0.0,0.4375,0.501043841336,0.464705882353,0.496774193548,0.0,0.4,0.435406698565,0.294117647059,0,4.55083694275,83.0
80,2027,336,112,19,0.0386266094421,0.0655737704918,0.0,0.015625,0.0334029227557,0.0411764705882,0.0322580645161,0.0,0.00540540540541,0.0143540669856,0.0588235294118,0,0.867320459231,83.0
81,2017,18,117,627,0.660944206009,0.409836065574,0.0689655172414,0.296875,0.501043841336,0.388235294118,0.503225806452,0.0625,0.243243243243,0.708133971292,0.176470588235,0,3.63611166802,70.0
82,2018,57,117,574,0.583690987124,0.327868852459,0.137931034483,0.328125,0.473903966597,0.341176470588,0.432258064516,0.09375,0.221621621622,0.612440191388,0.0,0,3.58688089879,89.0
83,2019,90,117,693,0.759656652361,0.44262295082,0.0689655172414,0.359375,0.578288100209,0.476470588235,0.6,0.046875,0.383783783784,0.645933014354,0.235294117647,0,4.81896881088,94.0
84,2017,0,126,595,0.648068669528,0.295081967213,0.0689655172414,0.15625,0.423799582463,0.276470588235,0.290322580645,0.015625,0.205405405405,0.555023923445,0.705882352941,0,3.32534243725,70.0
85,2018,33,126,589,0.699570815451,0.409836065574,0.172413793103,0.21875,0.501043841336,0.323529411765,0.445161290323,0.015625,0.221621621622,0.55023923445,0.411764705882,0,4.01721056912,90.0
86,2019,66,126,611,0.729613733906,0.44262295082,0.275862068966,0.15625,0.507306889353,0.235294117647,0.335483870968,0.0625,0.232432432432,0.497607655502,0.588235294118,0,4.27083694275,69.0
87,2020,119,126,567,0.673819742489,0.393442622951,0.137931034483,0.3125,0.519832985386,0.311764705882,0.554838709677,0.109375,0.259459459459,0.55980861244,0.470588235294,0,4.1991885911,78.0
88,2021,152,126,612,0.699570815451,0.27868852459,0.275862068966,0.4375,0.584551148225,0.494117647059,0.632258064516,0.015625,0.264864864865,0.564593301435,0.0588235294118,0,4.6958918878,86.0
89,2022,185,126,641,0.725321888412,0.540983606557,0.241379310345,0.609375,0.695198329854,0.547058823529,0.535483870968,0.03125,0.264864864865,0.507177033493,0.0,0,5.62424353615,80.0
90,2023,218,126,609,0.690987124464,0.672131147541,0.172413793103,0.4375,0.617954070981,0.411764705882,0.58064516129,0.046875,0.248648648649,0.507177033493,0.117647058824,0,5.00885892077,87.0
91,2024,251,126,616,0.772532188841,0.426229508197,0.379310344828,0.53125,0.688935281837,0.529411764706,0.690322580645,0.046875,0.318918918919,0.535885167464,0.235294117647,0,5.69237540429,69.0
92,2025,284,126,559,0.609442060086,0.459016393443,0.206896551724,0.40625,0.542797494781,0.441176470588,0.445161290323,0.0,0.264864864865,0.55023923445,0.0,0,4.3147929867,71.0
93,2026,317,126,627,0.712446351931,0.475409836066,0.344827586207,0.734375,0.743215031315,0.588235294118,0.696774193548,0.015625,0.248648648649,0.55023923445,0.176470588235,0,5.71523254714,82.0
94,2027,350,126,567,0.665236051502,0.491803278689,0.344827586207,0.546875,0.647181628392,0.441176470588,0.6,0.0,0.237837837838,0.526315789474,0.117647058824,0,5.05721056912,73.0
95,2028,383,126,144,0.137339055794,0.196721311475,0.0344827586207,0.078125,0.127348643006,0.0764705882353,0.103225806452,0.0,0.0432432432432,0.162679425837,0.0588235294118,0,1.32666111857,75.0
96,2017,0,137,25,0.0257510729614,0.0,0.0,0.03125,0.0250521920668,0.0235294117647,0.0322580645161,0.015625,0.0162162162162,0.0334928229665,0.0,0,0.786001777912,70.0
97,2017,0,139,533,0.600858369099,0.426229508197,0.0689655172414,0.375,0.505219206681,0.376470588235,0.548387096774,0.03125,0.286486486486,0.478468899522,0.176470588235,0,4.2936940856,70.0
98,2018,33,139,608,0.665236051502,0.426229508197,0.137931034483,0.3125,0.519832985386,0.376470588235,0.496774193548,0.125,0.372972972973,0.545454545455,0.0,0,4.61061716253,90.0
99,2019,66,139,477,0.489270386266,0.295081967213,0.0344827586207,0.328125,0.41127348643,0.276470588235,0.335483870968,0.078125,0.227027027027,0.483253588517,0.0588235294118,0,3.37677100868,69.0
100,2017,0,140,625,0.622317596567,0.377049180328,0.103448275862,0.46875,0.55114822547,0.482352941176,0.470967741935,0.0625,0.4,0.569377990431,0.529411764706,0,4.62292485484,70.0
101,2018,33,140,638,0.776824034335,0.573770491803,0.0344827586207,0.421875,0.624217118998,0.529411764706,0.61935483871,0.0625,0.324324324324,0.55023923445,0.235294117647,1,5.25765012956,90.0
102,2019,66,140,567,0.699570815451,0.377049180328,0.0689655172414,0.546875,0.615866388309,0.458823529412,0.548387096774,0.140625,0.340540540541,0.497607655502,0.411764705882,0,5.26907870099,69.0
103,2020,108,140,599,0.660944206009,0.55737704918,0.0689655172414,0.359375,0.544885177453,0.394117647059,0.516129032258,0.0625,0.394594594595,0.55023923445,0.176470588235,0,4.74556221747,83.0
104,2021,141,140,492,0.575107296137,0.377049180328,0.0344827586207,0.390625,0.488517745303,0.417647058824,0.432258064516,0.046875,0.286486486486,0.44976076555,0.235294117647,0,4.21896881088,74.0
105,2017,0,142,283,0.334763948498,0.147540983607,0.0689655172414,0.03125,0.202505219207,0.135294117647,0.129032258065,0.0,0.0648648648649,0.311004784689,0.0588235294118,0,1.79083694275,70.0
106,2018,33,142,174,0.167381974249,0.0491803278689,0.0344827586207,0.03125,0.104384133612,0.0882352941176,0.0709677419355,0.015625,0.0432432432432,0.239234449761,0.0,0,1.03786990978,90.0
107,2019,66,142,564,0.570815450644,0.295081967213,0.137931034483,0.21875,0.419624217119,0.270588235294,0.367741935484,0.015625,0.12972972973,0.578947368421,0.0588235294118,0,3.02292485484,69.0
108,2020,99,142,628,0.695278969957,0.295081967213,0.241379310345,0.21875,0.492693110647,0.370588235294,0.322580645161,0.015625,0.237837837838,0.531100478469,0.529411764706,0,4.03259518451,78.0
109,2021,132,142,596,0.68669527897,0.44262295082,0.241379310345,0.28125,0.53235908142,0.417647058824,0.496774193548,0.015625,0.162162162162,0.607655502392,0.117647058824,0,3.93765012956,65.0
110,2022,165,142,579,0.600858369099,0.55737704918,0.206896551724,0.375,0.538622129436,0.476470588235,0.509677419355,0.0625,0.221621621622,0.521531100478,0.117647058824,0,4.24534243725,87.0
111,2023,198,142,566,0.639484978541,0.344262295082,0.413793103448,0.578125,0.636743215031,0.423529411765,0.535483870968,0.015625,0.227027027027,0.555023923445,0.0588235294118,0,4.8602874922,82.0
112,2024,231,142,592,0.712446351931,0.573770491803,0.51724137931,0.46875,0.670146137787,0.523529411765,0.658064516129,0.078125,0.237837837838,0.55980861244,0.0588235294118,0,5.23786990978,85.0
113,2025,264,142,609,0.695278969957,0.55737704918,0.275862068966,0.546875,0.661795407098,0.523529411765,0.651612903226,0.03125,0.297297297297,0.617224880383,0.0588235294118,0,5.12885892077,80.0
114,2026,297,142,503,0.648068669528,0.491803278689,0.137931034483,0.484375,0.58872651357,0.394117647059,0.529032258065,0.0,0.2,0.459330143541,0.117647058824,0,4.73545232736,83.0
115,2027,330,142,554,0.660944206009,0.655737704918,0.206896551724,0.390625,0.586638830898,0.4,0.470967741935,0.03125,0.156756756757,0.488038277512,0.0,0,4.58468309659,79.0
116,2028,363,142,550,0.545064377682,0.426229508197,0.413793103448,0.40625,0.53235908142,0.364705882353,0.470967741935,0.0,0.189189189189,0.564593301435,0.0588235294118,0,3.89501276692,74.0
117,2029,396,142,560,0.643776824034,0.459016393443,0.344827586207,0.453125,0.594989561587,0.488235294118,0.587096774194,0.0,0.243243243243,0.569377990431,0.117647058824,0,4.5802874922,86.0
118,2030,429,142,146,0.184549356223,0.16393442623,0.137931034483,0.09375,0.164926931106,0.117647058824,0.0967741935484,0.0,0.0216216216216,0.105263157895,0.0588235294118,0,1.75171606363,79.0
119,2017,0,143,22,0.0171673819742,0.0,0.0,0.0,0.00835073068894,0.0117647058824,0.00645161290323,0.0,0.0216216216216,0.0191387559809,0.0,0,0.710397382308,70.0
120,2018,33,143,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00956937799043,0.0,0,0.59786990978,90.0
121,2023,227,143,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00478468899522,0.0,0,0.611056722967,74.0
122,2017,0,147,610,0.68669527897,0.491803278689,0.0,0.390625,0.553235908142,0.452941176471,0.483870967742,0.0,0.491891891892,0.531100478469,0.235294117647,0,5.11039738231,70.0
123,2018,33,147,640,0.712446351931,0.508196721311,0.0,0.515625,0.617954070981,0.529411764706,0.638709677419,0.015625,0.486486486486,0.569377990431,0.352941176471,0,5.43743034934,90.0
124,2019,66,147,619,0.690987124464,0.540983606557,0.0,0.46875,0.592901878914,0.452941176471,0.567741935484,0.015625,0.437837837838,0.569377990431,0.176470588235,0,5.14424353615,69.0
125,2020,105,147,512,0.523605150215,0.311475409836,0.0,0.296875,0.413361169102,0.276470588235,0.348387096774,0.015625,0.340540540541,0.488038277512,0.0588235294118,0,3.70116661308,58.0
126,2021,138,147,512,0.56652360515,0.459016393443,0.0344827586207,0.3125,0.463465553236,0.358823529412,0.451612903226,0.0,0.410810810811,0.435406698565,0.117647058824,0,4.40446331637,80.0
127,2022,171,147,594,0.665236051502,0.426229508197,0.0344827586207,0.59375,0.620041753653,0.517647058824,0.638709677419,0.015625,0.416216216216,0.516746411483,0.0588235294118,0,5.38863914055,79.0
128,2023,204,147,228,0.257510729614,0.131147540984,0.0,0.296875,0.260960334029,0.252941176471,0.277419354839,0.0,0.264864864865,0.153110047847,0.117647058824,0,2.98380397571,81.0
129,2017,0,148,312,0.339055793991,0.0655737704918,0.137931034483,0.03125,0.202505219207,0.158823529412,0.174193548387,0.03125,0.0918918918919,0.33971291866,0.0588235294118,0,1.80534243725,70.0
130,2018,59,148,37,0.0472103004292,0.016393442623,0.0,0.0,0.0250521920668,0.0176470588235,0.0129032258065,0.0,0.0162162162162,0.0430622009569,0.0,0,0.78819958011,82.0
131,2019,92,148,26,0.0472103004292,0.0327868852459,0.0,0.0,0.027139874739,0.0,0.0,0.0,0.0108108108108,0.0143540669856,0.0,0,0.866441338352,67.0
132,2017,0,152,459,0.545064377682,0.344262295082,0.0344827586207,0.125,0.363256784969,0.3,0.193548387097,0.0625,0.216216216216,0.392344497608,0.0588235294118,0,3.37457320648,70.0
133,2018,33,152,501,0.690987124464,0.377049180328,0.241379310345,0.234375,0.507306889353,0.447058823529,0.354838709677,0.078125,0.2,0.368421052632,0.117647058824,0,4.57017760209,90.0
134,2019,66,152,607,0.751072961373,0.360655737705,0.103448275862,0.15625,0.48643006263,0.452941176471,0.245161290323,0.15625,0.162162162162,0.588516746411,0.117647058824,0,3.86512265703,69.0
135,2020,99,152,587,0.613733905579,0.409836065574,0.0344827586207,0.1875,0.43006263048,0.3,0.264516129032,0.078125,0.113513513514,0.478468899522,0.176470588235,0,3.40094683286,78.0
136,2021,132,152,517,0.742489270386,0.524590163934,0.206896551724,0.328125,0.584551148225,0.505882352941,0.335483870968,0.125,0.135135135135,0.354066985646,0.176470588235,0,5.03347430538,65.0
137,2022,165,152,572,0.733905579399,0.590163934426,0.48275862069,0.5625,0.716075156576,0.488235294118,0.567741935484,0.03125,0.167567567568,0.430622009569,0.0,0,5.73237540429,87.0
138,2023,198,152,638,0.785407725322,0.754098360656,0.620689655172,0.5625,0.778705636743,0.594117647059,0.541935483871,0.109375,0.178378378378,0.535885167464,0.0588235294118,0,5.98380397571,82.0
139,2024,231,152,648,0.81974248927,0.72131147541,0.793103448276,0.3125,0.711899791232,0.694117647059,0.561290322581,0.109375,0.227027027027,0.578947368421,0.0588235294118,0,5.61984793176,85.0
140,2025,264,152,527,0.583690987124,0.491803278689,0.586206896552,0.375,0.567849686848,0.405882352941,0.458064516129,0.03125,0.145945945946,0.507177033493,0.235294117647,0,4.21721056912,80.0
141,2026,297,152,6,0.00858369098712,0.0,0.0344827586207,0.015625,0.0146137787056,0.0117647058824,0.00645161290323,0.0,0.00540540540541,0.0,0.0,0,0.747320459231,83.0
142,2017,0,158,553,0.618025751073,0.508196721311,0.137931034483,0.375,0.53235908142,0.347058823529,0.41935483871,0.15625,0.205405405405,0.583732057416,0.0,0,4.08358419549,70.0
143,2018,33,158,35,0.0472103004292,0.0819672131148,0.0,0.0,0.0334029227557,0.0176470588235,0.0451612903226,0.0,0.0108108108108,0.0239234449761,0.0,0,0.879628151539,90.0
144,2019,66,158,267,0.244635193133,0.147540983607,0.0,0.09375,0.175365344468,0.141176470588,0.167741935484,0.0625,0.124324324324,0.306220095694,0.117647058824,0,1.64973804165,69.0
145,2020,99,158,560,0.536480686695,0.327868852459,0.103448275862,0.390625,0.471816283925,0.382352941176,0.406451612903,0.171875,0.216216216216,0.641148325359,0.0,0,3.43611166802,78.0
